chinese_name,english_name
京都药科大学,Kyoto Pharmaceutical University
骏台观光与外语商务专门学校,Sundai Tourism & Foreign Language Business College
京都计算机学院鸭川校,Kyoto Computer Gakuin Kamogawa School
静冈县立大学,University of Shizuoka
京都经济短期大学,Kyoto Junior College of Economics
京都计算机学院京都站前校区,Kyoto Computer Gakuin
九州大学,Kyushu University
九州工业大学,Kyushu Institute of Technology
迹见学园女子大学,Atomi University
骏河台大学,Surugadai University
金城学院大学,Kinjo Gakuin University
京都外国语大学,Kyoto University of Foreign Studies
京都看护大学,Kyoto College of Nursing
京都光华女子大学,Kyoto Koka Women's University
京都情报大学院大学,Kyoto College of Graduate Studies for Informatics
京都女子大学,Kyoto Women's University
京都精华大学,Kyoto Seika University
京都橘大学,Kyoto Tachibana University
京都圣母院女子大学,Kyoto Notre Dame University
京都文教大学,Kyoto Bunkyo University
九州路德学院大学,Kyushu Lutheran College
京都教育大学,Kyoto University of Education
九州英数学馆专门学校,Kyushu Eisugakkan College of Advanced Technology
京都营养医疗专门学校,Kyoto College of Nutrition and Medical Technology
九州产业大学造型短期大学部,Kyushu Sangyo University Junior College of Art and Design
开智国际大学,Kaichi International University
开志专门职大学,Kaishi Professional University
流通科学大学,University of Marketing and Distribution Sciences
铃鹿大学,Suzuka University
里千家学园茶道专门学校,Urasenke Gakuen Professional College of Chado
立教大学,Rikkyo University
立正大学,Rissho University
路德学院大学,Japan Lutheran College
芦屋大学,Ashiya University
鹿儿岛国际大学,The International University of Kagoshima
鹿儿岛大学,Kagoshima University
鹿屋体育大学,National Institute of Fitness and Sports in Kanoya
琉球大学,University of the Ryukyus
流通经济大学,Ryutsu Keizai University
铃鹿医疗科学大学,Suzuka University of Medical Science
龙谷大学,Ryukoku University
立命馆亚洲太平洋大学,Ritsumeikan Asia Pacific University
立命馆大学,Ritsumeikan University
酪农学园大学,Rakuno Gakuen University
丽泽大学,Reitaku University
明治学院大学,Meiji Gakuin University
明治药科大学,Meiji Pharmaceutical University
明星大学,Meisei University
目白大学,Mejiro University
米子工业高等专门学校,Yonago National College of Technology
名古屋女子大学短期大学部,Nagoya Women's University Junior College
名古屋工学院专门学校,Nagoya Institute of Technology Professional Training College
名古屋辻学园烹饪专门学校,Nagoya Tsuji Culinary Institute
名古屋医专,Nagoya Medical Academy
麻生流行文化专门学校,ASO Pop Culture College
名古屋工业大学,Nagoya Institute of Technology
梅花女子大学,Baika Women's University
名古屋市立大学,Nagoya City University
麻生信息商务专门学校,ASO Information Business College
名古屋MODE学园专门学校,Nagoya Mode Gakuen
名古屋经营会计专门学校,Nagoya Management and Accounting College
名古屋造型大学,Nagoya Zokei University
麻布大学,Azabu University
目白大学短期大学部,Mejiro University Junior College
名古屋经营短期大学,Nagoya College of Management
名古屋音乐大学,Nagoya College of Music
名古屋外国语大学,Nagoya University of Foreign Studies
名古屋学院大学,Nagoya Gakuin University
名古屋经济大学,Nagoya University of Economics
名古屋艺术大学,Nagoya University of Arts
名古屋产业大学,Nagoya Sangyo University
名古屋商科大学,Nagoya University of Commerce and Business
名城大学,Meijo University
名古屋大学,Nagoya University
米山时装经贸专门学校,Yoneyama Fashion Business College
蜜丝芭莉美容专门学校,Miss Paris Beauty College
目白时尚艺术学院,Mejiro Fashion & Art College
名古屋动物专门学校,Nagoya School of Veterinary Medicine
名古屋设计与科技专门学校,Nagoya Design & Technology College
明治大学,Meiji University
明海大学,Meikai University
名樱大学,Meio University
梅光学院大学,Baika Gakuin University
鸣门教育大学,Naruto University of Education
女子美术大学短期大学部,Joshibi University of Art and Design Junior College
NIPPON待客服务专门学校,NIPPON Hospitality College
奈良县立医科大学,Nara Medical University
奈良计算机专门学校,Nara Computer College
奈良先端科学技术大学院大学,Nara Institute of Science and Technology
女子营养大学,Kagawa Nutrition University
南山大学,Nanzan University
南九州大学,Minami Kyushu University
女子美术大学,Joshibi University of Art and Design
奈良大学,Nara University
奈良教育大学,Nara University of Education
奈良女子大学,Nara Women's University
鸟取大学,Tottori University
ORION信息技术专门学校,Orion IT College
OCA大阪设计与技术专门学校,OCA Osaka College of Design & IT
Prospera学院商务专门学校,Prospera Academy of Business
浦和大学,Urawa University
平成音乐大学,Heisei College of Music
平安女学院大学,Heian Jogakuin University
浦和专门学校,Urawa Professional Training College
岐阜协立大学,Gifu Keizai University
群马PAZ大学福祉专门学校,Gunma Paz University College of Welfare
群马医疗福祉大学,Gunma University of Health Welfare
埼玉汽车大学校,Saitama Automobile Technical College
情报安全大学院大学,Institute of Information Security
岐阜女子大学,Gifu Women's University
千叶日建工科专门学校,Chiba Nikken College of Technology
青山制图专门学校,Aoyama Drafting College
清泉女子大学,Seisen University
秋田县立大学,Akita Prefectural University
清风情报工科学院,Seifu Institute of Information Technology
千叶大学,Chiba University
埼玉女子短期大学,Saitama Women's Junior College
埼玉学园大学,Saitama Gakuen University
埼玉工业大学,Saitama Institute of Technology
青森明之星短期大学,Aomori Meisei Junior College
岐阜大学,Gifu University
秋田公立美术大学,Akita University of Art
群马县立女子大学,Gunma Prefectural Women's University
前桥工科大学,Maebashi Institute of Technology
岐阜药科大学,Gifu Pharmaceutical University
情报科学艺术大学院大学,Institute of Advanced Media Arts and Sciences
青森大学,Aomori University
青森中央学院大学,Aomori Chuo Gakuin University
千叶科学大学,Chiba Institute of Science
千叶工业大学,Chiba Institute of Technology
千叶商科大学,Chiba University of Commerce
青山学院大学,Aoyama Gakuin University
庆应义塾大学,Keio University
岐阜圣德学园大学,Gifu Shotoku Gakuen University
秋田大学,Akita University
群马大学,Gunma University
埼玉大学,Saitama University
日本大学,Nihon University
日本设计福祉专门学校,Nippon Design and Welfare College
日本航空大学校,Japan Aviation Academy
日本国际学园大学,Japan International Academy University
日本工业大学,Nippon Institute of Technology
日本药科大学,Nippon Pharmaceutical University
日本映画大学,Japan Institute of the Moving Image
日本产业专门学校,Japan College of Industry
日本医疗商务专门学校,Japan College of Healthcare Business
日本动漫与漫画专门学校,Japan Animation & Manga College
日本儿童教育专门学校,Japan College of Early Childhood Education
日本电子专门学校,Japan Electronics College
日本工学院八王子专门学校,Nippon Engineering College Hachioji
日本工学院专门学校,Nippon Engineering College
日本健康医疗专门学校,Japan College of Health and Medical Care
日本理工情报专门学校,Japan College of Science and Technology
日本外国语专门学校,Japan College of Foreign Languages
日商簿记三鹰福祉专门学校,Nissho Bookkeeping Mitaka Welfare College
日中文化艺术专门学校,Japan-China College of Culture and Arts
日本健康体育专门学校,Japan Wellness Sports College
日本酒店专门学校,Japan Hotel School
日产枥木自动车大学校,Nissan Tochigi Automobile College
日本设计师学院专门学校,Japan Designer Gakuin College
日本写真艺术专门学校,Nippon Photography Arts College
日本国际IT学院专门学校,Nihon International IT College
日本医科学专门学校,Nippon College of Medical Science
日本计算机专门学校,Nippon Computer College
日本福祉大学,Nippon Fukushi University
