chinese_name,english_name
哈尔科夫国立无线电电子大学,Kharkiv National University of Radio Electronics
基辅国际大学,Kyiv International University
基辅商业与法律合作学院,Kyiv Cooperative Institute of business and law
捷尔诺波尔国立技术大学,Ternopil Ivan Puluj National Technical University
基辅文化大学,Kyiv University of Culture
基辅商业与技术学院,Kiev Institute of Business and Technologies
捷尔诺波尔国立师范大学,Ternopil Volodymyr Hnatiuk National Pedagogical University
经济与人文国际大学,Academician Stepan Demianchuk International University of Economics and Humanities
基辅市立马戏艺术学院,Kyiv Municipal Academy of Circus and Variety Arts
基辅国立戏剧、电影与电视大学,I.K. Karpenko-Kary Kyiv National University of Theatre  Cinema and Television
基辅国立工艺与设计大学,Kyiv National University of Technologies and Design
基辅国立建筑大学,Kyiv National University of Construction and Architecture
基辅国立文化艺术大学,Kyiv National University of Culture and Arts
经典私立大学,Classic Private University
基辅国立大学,Taras Shevchenko National University of Kyiv
基辅国立经济大学,Kyiv National Economic University named after Vadym Hetman
基辅国立语言大学,Kyiv National Linguistic University
基辅市立音乐学院,R. Glier Kyiv Municipal Academy of Music
基辅旅游、经济与法律大学,Kyiv University of Tourism  Economics and Law
克里沃罗格国立师范大学,Kryvyi Rih State Pedagogical University
喀尔巴阡国立大学,Vasyl Stefanyk Precarpathian National University
跨地区人事管理学院,Inter-Regional Academy of Personnel Management
克里沃罗格国立大学,Kryvyi Rih National University
卡缅涅茨-波多利斯基国立大学,Kamianets-Podilskyi Ivan Ohiienko National University
克拉玛托尔斯克经济与人文学院,Kramatorsk Institute of Economics and Humanities
卢茨克国立技术大学,Lutsk National Technical University
利沃夫国立体育大学,Lviv State University of Physical Culture named after Ivan Boberskyj
利沃夫国立医科大学,Danylo Halytsky Lviv National Medical University
卢甘斯克国立大学,Luhansk Taras Shevchenko National University
卢甘斯克国立文化艺术学院,Lugansk State Academy of Culture and Arts
里夫纳国立人文大学,Rivne State University of the Humanities
利沃夫国立大学,Ivan Franko National University of Lviv
利沃夫国立技术大学,Lviv Polytechnic National University
利沃夫国立艺术学院,Lviv National Academy of Arts
卢甘斯克国立医科大学,Lugansk State Medical University
利沃夫国立音乐学院,Lviv National Music Academy named after Mykola Lysenko
梅利托波尔国立师范大学,Melitopol Bohdan Khmelnytsky State Pedagogical University
马里乌波尔国立大学,Mariupol State University
涅任国立大学,Nizhyn Mykola Gogol State University
尼古拉耶夫国立大学,Mykolaiv V.O. Sukhomlynskyi National University
南乌克兰国立师范大学,South Ukrainian National Pedagogical University named after K.D.Ushynsky
欧洲大学,European University
佩列亚斯拉夫-格里戈里·斯科沃罗达大学,Hryhorii Skovoroda University in Pereiaslav
切尔尼戈夫国立理工大学,Chernihiv Polytechnic National University
切尔卡瑟国立大学,Bohdan Khmelnytsky National University of Cherkasy
切尔卡瑟国立理工大学,Cherkasy State Technological University
区域人力管理学院,Interregional Academy of Personnel Management
切尔诺夫策国立大学,Yuriy Fedkovych Chernivtsi National University
日托米尔军事学院,Zhytomyr Military Institute named after S. P. Korolyov
日托米尔国立大学,Zhytomyr Ivan Franko State University
人类发展开放国际大学“乌克兰”,Open International UNIVERSITY of Human Development UKRAINE
苏梅建筑学院,Sumy Construction College
苏梅国立大学,Sumy State University
苏梅国立农业大学,Sumy National Agrarian University
苏梅国立师范大学,Sumy State Pedagogical University named after A.S.Makarenko
乌克兰国家科学院食品生物技术与基因组学研究所,Institute of Food Biotechnology and Genomics of National Academy of Sciences of Ukraine
乌克兰国家科学院电动力学研究所,Institute of Electrodynamics of the National Academy of Sciences of Ukraine
乌克兰国立大学,Dragomanov Ukrainian State University
乌克兰国家科学院表面化学研究所,O. O. Chuiko Institute of Surface Chemistry of National Academy of Sciences of Ukraine
乌克兰国家科学院焊接研究所,Ye.O.Paton Electric Welding Institute of National Academy of Sciences of Ukraine
乌克兰国家科学院控制研究所,V.M. Glushkov Institute of Cybernetics of NAS of Ukraine
乌克兰国家科学院工程热物理研究所,Institute of Engineering Thermophysics of National Academy of Sciences of Ukraine
乌克兰辩护学院,The Academy of Advocacy of Ukraine
沃伦国立大学,Lesya Ukrainka Volyn National University
乌克兰国家科学院高分子化学研究所,Institute of Macromolecular Chemistry of National Academy of Sciences of Ukraine
乌克兰国家科学院低温物理与技术研究所,B.I. Verkin Institute for Low Temperature Physics and Engineering of the National Academy of Sciences of Ukraine
乌克兰国家科学院微生物学与病毒学研究所,D.K. Zabolotny Institute of Microbiology and Virology of the National Academy of Sciences of Ukraine
乌克兰国家医学科学院眼病与组织疗法研究所,V.P. Filatov Institute of Eye Diseases and Tissue Therapy of the National Academy of Medical Sciences of Ukraine
乌日戈罗德国立大学,State University Uzhhorod National University
乌克兰天主教大学,Ukrainian Catholic University
乌克兰国家科学院半导体物理研究所,V.Ye. Lashkaryov Institute of Semiconductor Physics of the National Academy of Sciences of Ukraine
乌克兰国家农业科学院动物育种与遗传学研究所,Institute of Animal Breeding and Genetics of National Academy of Agrarian Science of Ukraine
乌克兰国家科学院金属物理研究所,G. V. Kurdyumov Institute for Metal Physics of the National Academy of Sciences of Ukraine
乌克兰国家科学院丘克表面化学研究所,Chuiko Institute of Surface Chemistry of the National Academy of Sciences of Ukraine
乌克兰国立柴可夫斯基音乐学院,Ukrainian National Tchaikovsky Academy of Music
乌克兰国家边防学院,Bohdan Khmelnytsky National Academy of the State Border Guard Service of Ukraine
乌克兰国立生物资源与自然环境大学,National University of Life and Environmental Sciences of Ukraine
乌克兰国家科学院机械工程问题研究所,A. Podgorny Institute for Problems of Mechanical Engineering of the National Academy of Sciences of Ukraine
乌克兰国家科学院单晶研究所,Institute for Single Crystals of the National Academy of Sciences of Ukraine
乌克兰国立铁路运输大学,Ukrainian state university of railway transport
乌克兰国家科学院金属与合金物理技术研究所,Physical and Technological Institute of Metals and Alloys of National Academy of Sciences of Ukraine
乌克兰国家教育科学院师范教育与成人教育研究所,Ivan Ziaziun Institute of Pedagogical Education and Adult Education of the National Academy of Educational Sciences of Ukraine
文尼察国立师范大学,Vinnytsia Mykhailo Kotsiubynskyi State Pedagogical University
乌克兰国家科学院材料科学问题研究所,Frantsevich Institute for Problems of Materials Science of the National Academy of Sciences of Ukraine
乌克兰国家科学院细胞生物学研究所,Institute of Cell Biology National Academy of Sciences of Ukraine
乌克兰国家科学院克里姆斯基东方研究所,A. Krymskyi Institute of Oriental Studies of the National Academy of Sciences of Ukraine
文尼察国立农业大学,Vinnytsia National Agrarian University
文尼察国立技术大学,Vinnytsia National Technical University
乌克兰国防大学,National Defence University of Ukraine named after Ivan Cherniakhovskyi
乌克兰国立化学技术大学,Ukrainian State University of Chemical Technology
乌克兰国立体育与运动大学,National University of Ukraine on Physical Education and Sport
乌曼国立师范大学,Pavlo Tychyna Uman State Pedagogical University
乌克兰国立技术大学基辅工学院,National Technical University of Ukraine Igor Sikorsky Kyiv Polytechnic Institute
乌克兰国家科学院能源建模问题研究所,G.E. Pukhov Institute for Problems in Modelling in Power Engineering of the National Academy of Sciences of Ukraine
乌克兰国家科学院数学研究所,Institute of Mathematics of the National Academy of Sciences of Ukraine
乌克兰卫生部国立医学研究生教育学院,Shupyk National Healthcare University of Ukraine
乌克兰国家科学院水生生物研究所,Institute of Hydrobiology of the National Academy of Sciences of Ukraine
乌克兰国家科学院物理机械研究所,Karpenko Physico-Mechanical Institute of the National Academy of Sciences of Ukraine
乌克兰国家科学院核研究所,Institute for Nuclear Research of National Academy of Science of Ukraine
西乌克兰国立大学,West Ukrainian National University
亚速滨海国立技术大学,Pryazovskyi State Technical University
伊万诺-弗兰科夫斯克国立石油天然气技术大学,Ivano-Frankivsk National Technical University of Oil and Gas
扎波罗热国立大学,Zaporizhzhia National University
智者雅罗斯拉夫国立法律大学,Yaroslav Mudryi National Law University
扎波罗热经济与信息技术学院,Zaporizhzhia Institute of Economics and Information Technologies
扎波罗热国立医科大学,Zaporizhzhia State Medical University
中乌克兰国立技术大学,Central Ukrainian National Technical University
